"GEO","TIME","UNIT","NA_ITEM","Value","Flag and Footnotes"
"Cyprus","1980","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1980","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1980","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1981","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1981","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1981","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1982","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1982","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1982","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1983","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1983","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1983","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1984","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1984","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1984","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1985","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1985","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1985","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1986","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1986","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1986","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1987","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1987","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1987","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1988","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1988","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1988","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1989","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1989","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1989","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1990","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1990","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1990","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1991","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1991","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1991","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1992","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1992","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1992","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1993","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1993","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1993","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1994","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Cyprus","1994","Current prices, million euro","Gross domestic product at market prices",":",""
"Cyprus","1994","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Cyprus","1995","Chain linked volumes, index 2010=100","Gross domestic product at market prices","58.664",""
"Cyprus","1995","Current prices, million euro","Gross domestic product at market prices","7,596.0",""
"Cyprus","1995","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,386.8",""
"Cyprus","1996","Chain linked volumes, index 2010=100","Gross domestic product at market prices","59.397",""
"Cyprus","1996","Current prices, million euro","Gross domestic product at market prices","7,890.1",""
"Cyprus","1996","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,528.9",""
"Cyprus","1997","Chain linked volumes, index 2010=100","Gross domestic product at market prices","60.966",""
"Cyprus","1997","Current prices, million euro","Gross domestic product at market prices","8,414.3",""
"Cyprus","1997","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,833.4",""
"Cyprus","1998","Chain linked volumes, index 2010=100","Gross domestic product at market prices","64.691",""
"Cyprus","1998","Current prices, million euro","Gross domestic product at market prices","9,152.6",""
"Cyprus","1998","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12,556.5",""
"Cyprus","1999","Chain linked volumes, index 2010=100","Gross domestic product at market prices","67.924",""
"Cyprus","1999","Current prices, million euro","Gross domestic product at market prices","9,839.7",""
"Cyprus","1999","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,184.1",""
"Cyprus","2000","Chain linked volumes, index 2010=100","Gross domestic product at market prices","71.976",""
"Cyprus","2000","Current prices, million euro","Gross domestic product at market prices","10,804.6",""
"Cyprus","2000","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,970.6",""
"Cyprus","2001","Chain linked volumes, index 2010=100","Gross domestic product at market prices","74.821",""
"Cyprus","2001","Current prices, million euro","Gross domestic product at market prices","11,602.9",""
"Cyprus","2001","Chain linked volumes (2010), million euro","Gross domestic product at market prices","14,522.8",""
"Cyprus","2002","Chain linked volumes, index 2010=100","Gross domestic product at market prices","77.607",""
"Cyprus","2002","Current prices, million euro","Gross domestic product at market prices","12,082.9",""
"Cyprus","2002","Chain linked volumes (2010), million euro","Gross domestic product at market prices","15,063.4",""
"Cyprus","2003","Chain linked volumes, index 2010=100","Gross domestic product at market prices","79.643",""
"Cyprus","2003","Current prices, million euro","Gross domestic product at market prices","12,871.3",""
"Cyprus","2003","Chain linked volumes (2010), million euro","Gross domestic product at market prices","15,458.6",""
"Cyprus","2004","Chain linked volumes, index 2010=100","Gross domestic product at market prices","83.646",""
"Cyprus","2004","Current prices, million euro","Gross domestic product at market prices","13,938.0",""
"Cyprus","2004","Chain linked volumes (2010), million euro","Gross domestic product at market prices","16,235.6",""
